"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
8167,53.42490768,-85.34173584,"past","climbing",270.1584542,16.45371723,287.5253666,6.952280448,250.904369,10.2802246,153955.0907,3.559952523,702.9533333,88.25,136.05,268.8,132.75,3.012603543,0.930451634,3.012603918,3,100,0,0,99.99702747,0.002972534,15.11757498,0.016733601
8211,38.40086746,-87.82116699,"past","climbing",286.5090771,11.66472889,298.3636024,6.593024635,273.9407285,7.645033794,448083.6515,11.73672651,1995.47,206.15,63.3,327.05,263.75,22.56697645,58.41500664,3.157867744,195.7818308,90.01467403,9.943400182,0.041925791,89.92383481,10.07616519,10.4017724,5.35400678
8244,54.60218811,-84.50238037,"past","climbing",268.8689667,16.89511238,286.5606226,7.35419596,249.2235178,10.59992063,111331.8577,2.375026644,522.9016667,69,145.2,266.35,121.15,3.129684382,4.357108081,3.129167577,12,99.91698102,0,0.083018978,99.99417411,0.005825893,13.59795758,0.033809484
8290,39.66161728,-87.19033813,"past","climbing",285.1432453,11.92357827,297.3690944,6.772616163,272.0917696,7.487655403,401858.9318,10.4516793,1794.283333,188.7,78,313.4,235.4,16.90351866,50.04961539,3.138649704,197.7380206,92.92719394,7.053799954,0.019006107,92.9265604,7.073439599,11.93259195,5.674252666
8322,55.16087723,-83.80450439,"past","climbing",268.1957316,15.83036829,284.5403109,8.013164097,250.0775743,10.10661411,53717.17947,0.773338589,282.5816667,36.9,164.95,247.4,82.45,3.567187999,8.689396977,3.55616244,159,99.68081711,0,0.319182892,99.99290705,0.007092953,10.7607111,0.018219914
8369,40.59271622,-86.59661865,"past","climbing",284.343166,12.00292417,296.6187844,6.921816843,271.2396597,7.456946421,385010.9496,9.9833054,1717.556667,181.2,84.25,315.4,231.15,14.79384886,46.30849648,3.189936301,196.6937408,94.07544564,5.924554356,0,94.00326387,5.996736129,12.35070439,5.782837912
8400,52.97332001,-83.8815918,"past","climbing",270.487829,16.33286671,287.4875897,6.95573035,251.2499151,10.28870263,153304.7388,3.541872738,699.23,89.1,134.4,270.1,135.7,3.020218268,1.287838334,3.020225062,3,100,0,0,99.96640469,0.033595309,14.81146846,0.190718373
8447,38.2743454,-86.57583618,"past","climbing",285.7975279,11.10279355,296.8423884,5.916960876,273.9250234,7.739933662,458492.9804,12.02610586,2018.695,208.7,61.6,329.35,267.75,12.63965803,42.24959013,3.00997192,195.6253616,95.06082569,4.939174313,0,95.00056246,4.999437543,9.404226143,2.447881218
847,42.27449417,-118.6266174,"past","climbing",283.3552574,11.99655396,295.932941,9.471868292,271.9466847,6.383011695,391350.7448,10.15955171,1714.591667,174.5,99.15,300.2,201.05,21.32445216,51.09570691,7.918792924,193.8832016,80.48305466,7.149765495,12.36717984,92.79127693,7.208723072,13.74472457,7.472053613
8526,35.29917526,-86.66491699,"past","climbing",288.5392854,10.71009063,299.0745643,6.170449618,277.3473132,7.315813713,511664.4621,13.50427305,2271.64,234.4,44.15,336.95,292.8,17.35889462,50.85970962,3.085667921,196.1530209,92.67322049,7.305907481,0.020872034,92.60712571,7.392874288,9.850817183,3.375884001
