"id","lat","lon","time","climbing","mean_ta_year","sd_ta_year","mean_ta_summer","sd_ta_summer","mean_ta_winter","sd_ta_winter","energy_gain_per_year","growth_rate_per_year","annual_activity_hours","annual_activity_days","first_activity_day","last_activity_day","length_of_activity_season","mean_height","std_height","mean_height_open","mean_height_shaded","percentage_to_warm","percentage_to_cool","percentage_mixed","percentage_on_open_tree","percentage_on_shaded_tree","percentage_of_essential_from_open_tree","percentage_of_essential_from_shaded_tree"
2543,45.39637756,-111.0756531,"future","not climbing",280.6740405,11.20125732,292.888471,7.273666152,270.1399764,6.826331687,253328.7648,6.32254066,1109.825,135.5,120.95,286.95,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2576,55.73368073,-113.0685272,"future","not climbing",279.4435337,13.24978636,293.7990799,6.476281661,265.1773731,8.669612082,217679.63,5.331494714,989.9883333,122.25,116.95,273.05,156.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,33.70904541,-109.1007996,"future","not climbing",285.8245474,9.562042617,294.9652456,6.437808264,277.4416902,6.724547503,376304.6832,9.741271194,1628.975,204.45,59.45,310.2,250.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,44.46549225,-110.4723511,"future","not climbing",277.7604353,11.63345971,290.9387744,7.648744165,267.2162883,6.493038785,227568.9437,5.606417635,993.135,125.35,135.2,277.4,142.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2676,54.86009979,-112.328186,"future","not climbing",279.9555245,13.02475659,293.7397346,6.223817312,265.7104728,8.888596138,218838.4046,5.363708647,995.965,125.6,115,271.25,156.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,32.75634766,-108.6046295,"future","not climbing",292.2210057,10.93241428,302.2802448,7.804489559,282.1805697,6.725738229,443908.6605,11.62066176,2003.983333,267.15,24.2,340.7,316.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,43.52942276,-109.8847351,"future","not climbing",276.8165358,11.36264443,289.4190023,7.682152443,266.65615,6.790266043,202514.4305,4.909902168,890.7283333,120.05,137.5,274.25,136.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,53.97780609,-111.6102448,"future","not climbing",280.886412,13.46253834,295.2520871,6.352266569,266.0307491,8.749007849,226413.4373,5.574294557,1040.636667,131.1,114.1,272.15,158.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2815,31.80228424,-108.1196594,"future","not climbing",295.0217964,11.18375588,304.8379624,7.745537693,284.4696252,7.457546058,423198.2121,11.0449113,2026.296667,298.6,11.4,353.8,342.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2848,42.58852768,-109.3122253,"future","not climbing",281.5722943,12.8719524,296.3878199,8.426462969,269.1703284,5.429689702,285476.4155,7.216245352,1260.116667,147.55,118.15,280.8,162.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
